"Druid","Title","Collection"
"bt722fb5265","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"bt796zm8946","Newton 1993 #4","Douglas Menuez photography collection, circa 1985-2008"
"bt954cr5743","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"bt994zr8302","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"bt999wf4950","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bv021hn4543","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"bv042qf7483","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"bv094rs9775","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"bv120bn7732","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"bv150sr3057","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"bv188nv3278","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"bv204yn0059","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"bv238kh9746","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"bv275md3914","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"bv380rq2989","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bv381td1483","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"bv524cx3894","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"bv525wh4601","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"bv541tt9830","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"bv563yt7385","NetObjects 1996","Douglas Menuez photography collection, circa 1985-2008"
"bv596vs9481","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"bv624cz4274","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"bv635cg3255","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"bv651bm3559","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"bv792wj7006","Kleiner, Perkins Caulfield and Byers, Bill Clinton","Douglas Menuez photography collection, circa 1985-2008"
"bv801gn8536","Adobe Annual 1990-2","Douglas Menuez photography collection, circa 1985-2008"
"bv805zs6803","NeXT 1988","Douglas Menuez photography collection, circa 1985-2008"
"bv913bh1513","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"bv961ny8927","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"bv985zk4949","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"bw082mz5967","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bw195kq3739","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"bw318ry6737","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"bw375bh9878","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"bw506qc7146","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bw512gk0842","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"bw612fx7451","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"bw615mn7180","Adobe 1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"bw657zm9987","Adobe Annual 1990-2","Douglas Menuez photography collection, circa 1985-2008"
"bw670zp5334","Adobe, 1995, Seattle","Douglas Menuez photography collection, circa 1985-2008"
"bw682fc1314","Farallon 1989 Jan.-Nov","Douglas Menuez photography collection, circa 1985-2008"
"bw698bj1564","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"bw741nn9109","Adobe 1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"bw767pb0658","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"bw777mm8533","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"bw839pq1451","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"bw857wb4835","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"bw889wt4121","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bw904wb2469","Farallon, #4","Douglas Menuez photography collection, circa 1985-2008"
"bw930gm8652","IBM","Douglas Menuez photography collection, circa 1985-2008"
"bw952gt5183","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bx081sr5726","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"bx107yy7771","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"bx141zb0551","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"bx183mf1105","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bx208qn1874","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"bx259mn2136","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"bx263wq6275","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"bx289bb8799","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bx326dz4949","Adobe 1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"bx352xh7731","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"bx364rr0363","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"bx568wm4532","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"bx632ty9220","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"bx689gk3779","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"bx912zg8715","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"by020kr3269","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"by026sk9113","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"by027nb0069","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"by088dq2998","Newton Defying Gravity","Douglas Menuez photography collection, circa 1985-2008"
"by125th2545","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"by153dm1126","Adobe 1990 #1","Douglas Menuez photography collection, circa 1985-2008"
"by282hj3912","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"by327vs1316","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"by344vm9816","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"by397wb7108","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"by445db3348","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"by463cq4589","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"by472tx7448","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"by544xt9584","Apple 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"by739jx1504","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"by774vz8261","Farallon, 1991/1992","Douglas Menuez photography collection, circa 1985-2008"
"by910mw2604","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"by929qp7969","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"by954hc7848","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"bz014hz4377","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"bz057gx1341","Adobe, Color - Tokyo","Douglas Menuez photography collection, circa 1985-2008"
"bz134vy1726","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"bz211nb5945","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"bz278zm6188","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"bz283fm9504","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"bz316xg3085","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"bz397jz9383","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bz398rt2254","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"bz420cd4038","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"bz429wb9156","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"bz448sj6289","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bz449pc9863","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"bz464vs3797","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"bz479yp8307","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"bz482gf6806","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"bz549pd6428","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"bz588vr8210","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"bz622sv4702","Sun Microsystems, 1992, #2, Rough Edit","Douglas Menuez photography collection, circa 1985-2008"
"bz704hp9663","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"bz744vp2090","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"bz759hj0843","Sun 1992","Douglas Menuez photography collection, circa 1985-2008"
"bz826rj5779","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"bz849nd5034","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"bz862xh3480","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"bz982mx1519","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"bz999ns2002","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"cb095dm7314","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"cb107dv7817","Adobe, 1995, Seattle","Douglas Menuez photography collection, circa 1985-2008"
"cb152zy2789","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"cb169fk3719","Kleiner Perkins 1992","Douglas Menuez photography collection, circa 1985-2008"
"cb229cd4354","Kleiner Perkins 1992","Douglas Menuez photography collection, circa 1985-2008"
"cb270sn2393","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"cb332ht0758","Farallon 1989 Dec","Douglas Menuez photography collection, circa 1985-2008"
"cb355xc1060","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"cb398sj5007","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"cb435hj3176","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"cb464gs2305","Newton 1993 #4","Douglas Menuez photography collection, circa 1985-2008"
"cb511dh9252","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"cb514kv9414","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"cb552nz4265","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"cb600dx5347","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"cb671mk7498","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"cb676vv0695","Newton 1993 #1","Douglas Menuez photography collection, circa 1985-2008"
"cb759hp7689","NeXT 1988","Douglas Menuez photography collection, circa 1985-2008"
"cb786qq7041","Menuez","Douglas Menuez photography collection, circa 1985-2008"
"cb792dv0824","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"cb847nd6910","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"cb992kw9598","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"cc001gf0984","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"cc018tg7213","Newton 1992 #3","Douglas Menuez photography collection, circa 1985-2008"
"cc105wz3320","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"cc209fn6560","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"cc309hp8621","Farallon A","Douglas Menuez photography collection, circa 1985-2008"
"cc446gg9675","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"cc450qb2918","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"cc470yj3211","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"cc479jn3741","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"cc571bn7258","IBM","Douglas Menuez photography collection, circa 1985-2008"
"cc682cs2029","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"cc689bj8831","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"cc694yv7827","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"cc712ff3921","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"cc750kd8937","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"cc758jh6968","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"cc843hj1755","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"cc855sw2172","Apple Blueprint","Douglas Menuez photography collection, circa 1985-2008"
"cc874yj8325","IBM 11/97 Burlington","Douglas Menuez photography collection, circa 1985-2008"
"cc945sd4648","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"cc991yh4342","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"cd234cm2625","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"cd296dt8273","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"cd309cb9078","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"cd315rb0155","Sun Microsystems, 1992, #2, Courtney's First Picks","Douglas Menuez photography collection, circa 1985-2008"
"cd318ck0073","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
